query,similar,response
东莞市寮步镇[SEP]几天到,(눈_눈),您好，请问您的问题是否完全帮您了解决呢?如果您还有问题可以随时提问哦，我一直都在，随时为您解答。
东莞市寮步镇[SEP]几天到,🤘 ,  
东莞市寮步镇[SEP]几天到,🤘 ,  
东莞市寮步镇[SEP]几天到,🌼🌼💕,亲亲您的这个订单正确嘛小妹这边看到您的这个订单号是[数字x]-[数字x]日左右的呢[SEP] 
有货？[SEP]现在没货吗,🤘 ,  
有货？[SEP]现在没货吗,〈???,取回核实谢谢[SEP]请问还有其他可以帮到您的吗?
有货？[SEP]现在没货吗,🌼🌼💕,亲亲您的这个订单正确嘛小妹这边看到您的这个订单号是[数字x]-[数字x]日左右的呢[SEP] 
有货？[SEP]现在没货吗,🌼🌼💕,亲亲您的这个订单正确嘛小妹这边看到您的这个订单号是[数字x]-[数字x]日左右的呢[SEP] 
手机与配件,这个件帮我跟一下送到邮局附近，快递太远不愿意送，客户说去年买了肚脐贴代收货款也是送到那里的[SEP]是的[SEP]麻烦您跟快递那边沟通下咯,嗯嗯[SEP]好的呢[SEP]这边小红人联系站点再次给客户配送，还请客户保持手机畅通哦 
手机与配件,我有问题哈，和你们的快递师傅再三强调一定要送到物管的快递聚点[SEP]为啥要送到外面的小超市代收?[SEP]不安全不说我还要另外付费[SEP]我知道快递不容易，我理解但不代表能随便这么搞吧,您不要着急
手机与配件,是这样，我的配送地址是寝室，以往每次快递运输也是要我自提的[SEP]能麻烦你叮嘱一下送到寝室吗?[SEP]您好?,小妹正在火速为您查询，还请您稍等一下呢，谢谢 [SEP]快递运输[SEP]亲爱的查看您的这个订单的商品不是自提的呢
手机与配件,是的，姓宋的师傅[SEP]他总给我家送快递[SEP]虽然枕套价值不高，但老人很着急很愧疚，所以麻烦你们尽量帮我找找。,北京王府井站
对的,我看了下，要改默认地址很麻烦，我绝对没做过这操作[SEP]也不可能是误点了什么,对的呢
对的,可以啊[SEP]我不着急，我正在向新华报社反映这个问题呢，没有经过我同意私自点送达,会对师傅加强管理的哦[SEP]确实抱歉了呢[SEP]亲亲，还有其他可以帮您的吗?[SEP]感谢您对京东到家的支持，祝您生活愉快，再见!
对的,可以啊[SEP]我不着急，我正在向新华报社反映这个问题呢，没有经过我同意私自点送达,会对师傅加强管理的哦[SEP]确实抱歉了呢[SEP]亲亲，还有其他可以帮您的吗?[SEP]感谢您对京东到家的支持，祝您生活愉快，再见!
对的,我那个朋友临时变卦，也不告诉我，气死我了[SEP]麻烦您了，实在抱歉,好的会拦截的
请问这个华*mate[数字x]x的指纹解锁只能按手机背后那个指纹圈才能解锁吗？？？,🤘 ,  
请问这个华*mate[数字x]x的指纹解锁只能按手机背后那个指纹圈才能解锁吗？？？,🤘 ,  
请问这个华*mate[数字x]x的指纹解锁只能按手机背后那个指纹圈才能解锁吗？？？,😨😨,没有的哦
请问这个华*mate[数字x]x的指纹解锁只能按手机背后那个指纹圈才能解锁吗？？？,惆怅,感谢您对京东的支持，祝您生活愉快，再见![SEP]还辛苦您给小妹打个评价呢~点击表情栏旁边的“+”哦。
屏幕上有可以指纹解锁的地方吗？？？[SEP]背后按很不方便额,感谢你们，要不真拿他们一点辙没有，非告诉我果子长[姓名x]了是水分流失，正常的，可以吃。崩溃。[SEP]是的，让我重新再申请一遍。,真的很抱歉，亲爱的，给您带来不愉快的购物体验[SEP]商家这边给您协商处理了吗
屏幕上有可以指纹解锁的地方吗？？？[SEP]背后按很不方便额,感谢你们，要不真拿他们一点辙没有，非告诉我果子长[姓名x]了是水分流失，正常的，可以吃。崩溃。[SEP]是的，让我重新再申请一遍。,真的很抱歉，亲爱的，给您带来不愉快的购物体验[SEP]商家这边给您协商处理了吗
屏幕上有可以指纹解锁的地方吗？？？[SEP]背后按很不方便额,我自己能查询进度吗?[SEP]老妹你都不知道我拿到耳机发现什么配件都没有的时候整个世界都黑了老伤心了[SEP]购物体验感很差特地选的京东直营店东西有些瑕疵可以理解但售后至少要有保证的是吧[SEP]?,给您带来不便，还请您见谅~
屏幕上有可以指纹解锁的地方吗？？？[SEP]背后按很不方便额,我自己能查询进度吗?[SEP]老妹你都不知道我拿到耳机发现什么配件都没有的时候整个世界都黑了老伤心了[SEP]购物体验感很差特地选的京东直营店东西有些瑕疵可以理解但售后至少要有保证的是吧[SEP]?,给您带来不便，还请您见谅~
还要把食指伸到背后那个地方才能解锁,厂家两次补货也不对，这上门换新，新的里面配件都缺[SEP]这个桌子就是有问题的，就不应该销售[SEP]你们查询好了能给我回复个电话么?真心耽搁了一个多月了,亲爱的客户耽误您宝贵的时间了
还要把食指伸到背后那个地方才能解锁,听说因为和你们客服联系会影响到送货师傅，我想正式和你们客服说一下，送货师傅的确是正常送到了。[SEP]但还有一点我想要吐槽下，我就买了一个东西，为什么赠品和商品要分成两个包裹发呢?[SEP]不分成两个包裹，就没有后面这些事情了啊,好的，我会记录清楚的[SEP]是这个[订单x]吗
还要把食指伸到背后那个地方才能解锁,厂家两次补货也不对，这上门换新，新的里面配件都缺[SEP]这个桌子就是有问题的，就不应该销售[SEP]你们查询好了能给我回复个电话么?真心耽搁了一个多月了,亲爱的客户耽误您宝贵的时间了
还要把食指伸到背后那个地方才能解锁,好吧，以前在你们京东买空调大件，也是很快送来了，这个有点异常情况，我就是咨询一下。[SEP]等就等吧!,有什么问题我可以帮您处理或解决呢?[SEP]这个是大件商品呢，有客服提前预约配送时间的[SEP]您耐心等待下呢
一般都是用哪个指纹解锁才方便啊？？？[SEP]我感觉非常不方便,🤘 ,  
一般都是用哪个指纹解锁才方便啊？？？[SEP]我感觉非常不方便,🌼🌼💕,亲亲您的这个订单正确嘛小妹这边看到您的这个订单号是[数字x]-[数字x]日左右的呢[SEP] 
一般都是用哪个指纹解锁才方便啊？？？[SEP]我感觉非常不方便,🌼🌼💕,亲亲您的这个订单正确嘛小妹这边看到您的这个订单号是[数字x]-[数字x]日左右的呢[SEP] 
一般都是用哪个指纹解锁才方便啊？？？[SEP]我感觉非常不方便,〈???,取回核实谢谢[SEP]请问还有其他可以帮到您的吗?
天呐你们这个设计太不人性化了,关键，为什么联系不上供应商啊?他们为什么不说话呢，这个京东不管理的嘛?还在参与活动，结果买了后就搞消失是几个意思啊 [SEP]我给你的订单你可以看嘛?[SEP]双立人餐具，前置净水器，浴巾什么的,订单没标注。。
天呐你们这个设计太不人性化了,那怎么办呢我好不容易优惠活动下这个订单[SEP]可以一直等到有货来再配送嘛,但是此单暂时没法送的呢亲爱的
天呐你们这个设计太不人性化了,这个状态持续两三个月了，然后我也没有其他手机，所以忍着用的，最近更不好了。然后申请售后的话具体怎么服务啊，多长时间会好[SEP]这样啊，那我得找个手机用用了，还有索尼有没有那种以旧换新的项目啊[SEP]麻烦你了,[链接x][SEP]这里您看看呢
天呐你们这个设计太不人性化了,这个状态持续两三个月了，然后我也没有其他手机，所以忍着用的，最近更不好了。然后申请售后的话具体怎么服务啊，多长时间会好[SEP]这样啊，那我得找个手机用用了，还有索尼有没有那种以旧换新的项目啊[SEP]麻烦你了,[链接x][SEP]这里您看看呢
你好尺码表,说实话，我现在很怀疑京东的配送了，原来在攀枝花[地址x]，到成都[地址x]，短短几个月就出了好多问题!再也不值得信赖了[SEP]感谢你们客服!你们还是一如既往地给力，谢谢!,亲爱的，小妹正在飞奔帮你查询，请您稍等 [SEP]亲爱哒，小妹这边向站点反馈这个事情的[SEP]给您带来不便，还请您见谅~
你好尺码表,说实话，我现在很怀疑京东的配送了，原来在攀枝花[地址x]，到成都[地址x]，短短几个月就出了好多问题!再也不值得信赖了[SEP]感谢你们客服!你们还是一如既往地给力，谢谢!,亲爱的，小妹正在飞奔帮你查询，请您稍等 [SEP]亲爱哒，小妹这边向站点反馈这个事情的[SEP]给您带来不便，还请您见谅~
你好尺码表,好吧，谢谢了，第一次前五分钟强东西，没经验，呵呵[SEP]多一百店铺有送的东西，也还可以[SEP]不好意思，还有个问题，如果活动中写的订单完成后与店铺客服联系赠品，一般是怎么操作,您好，非常抱歉这个不支持的哦
你好尺码表,[姓名x]您好，您多次不接听电话，我们这边是告诉您，这边给维修部协商好了，给您此单特殊处理，免费维修的，但运费是到付的，今天寄出，晚点再回有单号，祝您生活愉快，谢谢[SEP]亲，你好,请问有什么可以帮到您的吗
可以给我一个尺码表吗,厂家两次补货也不对，这上门换新，新的里面配件都缺[SEP]这个桌子就是有问题的，就不应该销售[SEP]你们查询好了能给我回复个电话么?真心耽搁了一个多月了,亲爱的客户耽误您宝贵的时间了
可以给我一个尺码表吗,厂家两次补货也不对，这上门换新，新的里面配件都缺[SEP]这个桌子就是有问题的，就不应该销售[SEP]你们查询好了能给我回复个电话么?真心耽搁了一个多月了,亲爱的客户耽误您宝贵的时间了
可以给我一个尺码表吗,当时我手上有茅台真酒，和平[地址x]。只是想告诉京东，这么大的企业不要赚这种昧心钱、如果不是京东的问题，一定要查出根源，给社会一个交代，恢复大家的信任。[SEP]我现在就天天关注这个事情的进展!, [SEP]谢谢亲亲的反馈和意见呢，要是京东出现让客户不舒心的地方，妹子再次致歉您呢[SEP]咱们也在改善哈[SEP]亲亲
可以给我一个尺码表吗,当时我手上有茅台真酒，和平[地址x]。只是想告诉京东，这么大的企业不要赚这种昧心钱、如果不是京东的问题，一定要查出根源，给社会一个交代，恢复大家的信任。[SEP]我现在就天天关注这个事情的进展!, [SEP]谢谢亲亲的反馈和意见呢，要是京东出现让客户不舒心的地方，妹子再次致歉您呢[SEP]咱们也在改善哈[SEP]亲亲
对[SEP]商品不一样吗,我也不知道有多远，以前在淘宝买的时候，直接慈溪就可以了，京东还要再选一个，我不清楚，就选错了[SEP]你备注下吧，[姓名x]改成城区,亲亲，就需要把:[姓名x]改成城区吗~ 
对[SEP]商品不一样吗,其实，我对身边的人一直说[姓名x]冰箱冰柜质量一流，电视机TCL也是一流的，中国[地址x]。现在自己碰到了问题，真的无语了。,这边已经帮您升级专员了亲[SEP]您保持手机畅通，耐心等待售后人员[数字x]小时电话联系您就行了
对[SEP]商品不一样吗,其实，我对身边的人一直说[姓名x]冰箱冰柜质量一流，电视机TCL也是一流的，中国[地址x]。现在自己碰到了问题，真的无语了。,这边已经帮您升级专员了亲[SEP]您保持手机畅通，耐心等待售后人员[数字x]小时电话联系您就行了
对[SEP]商品不一样吗,相机本来就容易碰坏。听有人说，包裹里面保护的不好。甚至有人拿到之后还开封过了[SEP]谢谢，希望都能注意下,好的给您带来不便，还请您见谅~  
你们这个售后找谁呀[SEP]我买了冰箱[SEP]一直在响,当时我手上有茅台真酒，和平[地址x]。只是想告诉京东，这么大的企业不要赚这种昧心钱、如果不是京东的问题，一定要查出根源，给社会一个交代，恢复大家的信任。[SEP]我现在就天天关注这个事情的进展!, [SEP]谢谢亲亲的反馈和意见呢，要是京东出现让客户不舒心的地方，妹子再次致歉您呢[SEP]咱们也在改善哈[SEP]亲亲
你们这个售后找谁呀[SEP]我买了冰箱[SEP]一直在响,当时我手上有茅台真酒，和平[地址x]。只是想告诉京东，这么大的企业不要赚这种昧心钱、如果不是京东的问题，一定要查出根源，给社会一个交代，恢复大家的信任。[SEP]我现在就天天关注这个事情的进展!, [SEP]谢谢亲亲的反馈和意见呢，要是京东出现让客户不舒心的地方，妹子再次致歉您呢[SEP]咱们也在改善哈[SEP]亲亲
你们这个售后找谁呀[SEP]我买了冰箱[SEP]一直在响,这个和商家商量过，他们就是用顺丰给我寄过来的。[SEP]所以应该能到。[SEP]如果不是因为报销运费的事，也请明示，省得出现不必要的矛盾，比如你们的接口无法对接顺丰的物流信息之类的。,如果商家同意，您也知道需要承担运费，您是可以使用的嗯
你们这个售后找谁呀[SEP]我买了冰箱[SEP]一直在响,好吧，因为[数字x]号我有事去出差，中午前希望能收到。不然家里没人，而且我拍的手机也是需要带着呢[SEP]麻烦你了，希望理解,嗯呢[SEP]请问还有其他还可以帮到您的吗?
不是的[SEP]是我家断电了[SEP]来电了它就一直响一直响,当时我手上有茅台真酒，和平[地址x]。只是想告诉京东，这么大的企业不要赚这种昧心钱、如果不是京东的问题，一定要查出根源，给社会一个交代，恢复大家的信任。[SEP]我现在就天天关注这个事情的进展!, [SEP]谢谢亲亲的反馈和意见呢，要是京东出现让客户不舒心的地方，妹子再次致歉您呢[SEP]咱们也在改善哈[SEP]亲亲
不是的[SEP]是我家断电了[SEP]来电了它就一直响一直响,好吧，因为[数字x]号我有事去出差，中午前希望能收到。不然家里没人，而且我拍的手机也是需要带着呢[SEP]麻烦你了，希望理解,嗯呢[SEP]请问还有其他还可以帮到您的吗?
不是的[SEP]是我家断电了[SEP]来电了它就一直响一直响,我本人开车[数字x]年，可以给你看驾照!我从来没有见过如此差的电瓶，如果只换维护电瓶我坚决不接受!你是京东客服我尊重您!我现在好好跟您沟通，如不能换新电瓶我会用我合适的方式在京东自营的评论和各种网络媒体帮你们自营品牌宣传，宣传你们自营的电瓶质量很差!,我这边帮你核实
不是的[SEP]是我家断电了[SEP]来电了它就一直响一直响,我本人开车[数字x]年，可以给你看驾照!我从来没有见过如此差的电瓶，如果只换维护电瓶我坚决不接受!你是京东客服我尊重您!我现在好好跟您沟通，如不能换新电瓶我会用我合适的方式在京东自营的评论和各种网络媒体帮你们自营品牌宣传，宣传你们自营的电瓶质量很差!,我这边帮你核实
供应商嘛,别提了，非自营的那个，椅子价格挺高，接到一看，做工太粗糙了，椅子表明居然有个开皮了一个大口子[SEP]好，拜托了，希望明天收到货物后，不会因为质量问题反复的打扰你,商家肯定会注意的哦我们也会注意的哦 
供应商嘛,别提了，非自营的那个，椅子价格挺高，接到一看，做工太粗糙了，椅子表明居然有个开皮了一个大口子[SEP]好，拜托了，希望明天收到货物后，不会因为质量问题反复的打扰你,商家肯定会注意的哦我们也会注意的哦 
供应商嘛,好的谢谢!这个商品因为大小不合适。当时才申请的退货[SEP]我在学校边上是做小生意的，本来那厮想买一个做汉堡的机子。太小了，没法用。就申请退货了。现在这款机子他们商家已经收到三天了。[SEP]语音打字出现错误字，请见谅。,亲爱的[SEP]这边看到已经申请了的呀[SEP] 
供应商嘛,我看到评论区里，很多类似的情况，这家提供商产品出货时候不质检吗?就冲着自营的牌子来了。。结果很失望。[SEP][链接x][SEP]很多人因为害羞，无法退换货，但是对京东的评价会很不好的。。,您好[SEP]您可以先联系下咱们的产品专员[SEP]先帮您查看下[SEP]是否是商品的问题
我申请售后维修,嗯，麻烦他们一点前送货过来就行[SEP]谢谢,请稍等，正在帮您查询[SEP]我们这边帮您联系一下库房，您看可以吗? 
我申请售后维修,就昨天下午我问问题来着，前一秒还行，后一秒直接提示“客服不能为您服务”[SEP]我买过一大堆东西呢很不方便的这店[SEP]OK,麻烦先等等哦，我们已经反馈了哦
我申请售后维修,就昨天下午我问问题来着，前一秒还行，后一秒直接提示“客服不能为您服务”[SEP]我买过一大堆东西呢很不方便的这店[SEP]OK,麻烦先等等哦，我们已经反馈了哦
我申请售后维修,那我申请一下，明天送过去问问[SEP]麻烦了谢谢,保温壶是吧
帮忙退一下货[SEP]我重新下单[SEP]看上了另外一款,嗯嗯，因为急用[SEP]突然坏了很耽误事的[SEP]之前您的同事说拒收了就会直接按新地址发，但是没有任何消息[SEP]因为是上门换新，肯定是从长春[地址x]，也不涉及到快递路途之类的因素，所以希望能今天就过来换了,是这样的因为您这个新订单这边看到已经在配送的途中了[SEP]需要您拒收一下呢
帮忙退一下货[SEP]我重新下单[SEP]看上了另外一款,是已经到乌鲁木齐了吗?[SEP]哈，太好了，谢谢，因为后天就放假了，正想赶着休息收到东西，[姓名x],亲此单现在发往乌鲁木齐分拨中心的路上[SEP]商品运输途中没有物流更新呢[SEP]此单明天可以送到哦
帮忙退一下货[SEP]我重新下单[SEP]看上了另外一款,那个商家有点店大欺客的感觉，问问题爱理不理，说话重来都不作数[SEP]天天说补发了，但就是查不了了物流信息,这边妹子为您联系纠纷专员催促，[SEP][数字x]小时回电给您[数字x]，可以吗?
帮忙退一下货[SEP]我重新下单[SEP]看上了另外一款,因为公司放假，没人收货了，本来以为今天能到的。结果看物流信息到不了了。希望能改成家里的地址。[SEP]一共两个物品[SEP]袜子和护腿,好的帮您看下
但是我想用我的圈[SEP]券[SEP]怎么办呢,我买的手机使用几天后发现对方来电话无法听到，只能我打回去对方才可以听到声音，开关机使用了还是一样，要求换货，如果再收到有质量问题就直接退款吧，不再买[数字x]手机了，我希望更换后不要再有质量问题，谢谢店家，祝[数字x]手机更上一层楼,您好，请您提供一下您的订单号，我这边马上为您查询一下相关信息，谢谢O(∩_∩)O~
但是我想用我的圈[SEP]券[SEP]怎么办呢,我将这个光电交换机送到京东物流地方，这样你们就不用上门取货了?[SEP]我买了两对光电交换机，有一个效果不好，需要换货,在的亲
但是我想用我的圈[SEP]券[SEP]怎么办呢,我将这个光电交换机送到京东物流地方，这样你们就不用上门取货了?[SEP]我买了两对光电交换机，有一个效果不好，需要换货,在的亲
但是我想用我的圈[SEP]券[SEP]怎么办呢,我之前联系了卖家，但是卖家现在对我就是不理睬的态度了[SEP]我也不知道是什么原因，我查物流又查不了，就到[数字x]号之后就没有更新的物流情况了,您也先别急[SEP]涉及京东问题[SEP]会帮您解决好的呢
不是有个七天无理由退货？,收到一看需要激活，可是，新机我没有办法验机，比如屏幕，话筒，系统等。就赶紧和锤子官网联系，他们说激活就不能退。推荐退。我就退货了，可担心您这的受理情况[SEP][链接x][SEP]?,亲爱的激活后质量问题[数字x]天内是可以申请退货的[SEP]无质量问题不支持哈
不是有个七天无理由退货？,恩还有一件事你们京东新出的一个黑鲨游戏手机这个手机现在是预售阶段不知道是否支持七天无理由退货[SEP]能帮助我查询一下么?,很高兴遇到您这么善解人意的客户，请问还有其他还可以帮到您的吗?  
不是有个七天无理由退货？,恩还有一件事你们京东新出的一个黑鲨游戏手机这个手机现在是预售阶段不知道是否支持七天无理由退货[SEP]能帮助我查询一下么?,很高兴遇到您这么善解人意的客户，请问还有其他还可以帮到您的吗?  
不是有个七天无理由退货？,之前的问题[SEP]第一个问题机在京东小哥上门取件的时候，说，出现轻微的刮痕，不过整体影响不大，京东小哥不好做最终决定，需由我和贵方进行沟通，看能否调节下,请问您是咨询之前的问题还是有其他的问题需要处理呢?
七天无理由退货有快递员上门收货吗,😨😨,没有的哦
七天无理由退货有快递员上门收货吗,〈???,取回核实谢谢[SEP]请问还有其他可以帮到您的吗?
七天无理由退货有快递员上门收货吗,🤗🤗,祝亲，身体健康，工作顺利，天天开心哦 感谢您对京东到家的支持，祝您生活愉快，[SEP]有什么不明白随时联系小妹哦 辛苦给妹子做一个评价哦 感谢您的支持!
七天无理由退货有快递员上门收货吗,🐑 , [SEP]请问还有其他的问题需要帮助的吗亲爱的 
退换修咨询,对[SEP]尊敬的纠纷员您好，现在新疆[地址x]，快递都不发新疆，我们商家也很无奈呢，如果顾客不急的话就等到时候快递那边有发新疆的时候再从新发出[SEP]新疆[地址x] 这简直是在乱说要抓起来了,这边为您申请一下专员介入吧好吗亲
退换修咨询,嗯嗯，因为急用[SEP]突然坏了很耽误事的[SEP]之前您的同事说拒收了就会直接按新地址发，但是没有任何消息[SEP]因为是上门换新，肯定是从长春[地址x]，也不涉及到快递路途之类的因素，所以希望能今天就过来换了,是这样的因为您这个新订单这边看到已经在配送的途中了[SEP]需要您拒收一下呢
退换修咨询,这批警示胶带，我周一确实有急用，问问能否收到?[SEP]看物流是昨天凌晨到北京[地址x]，到现在未更新,您好。~~请问有什么可以帮到您呢? 
退换修咨询,如果他们还没开始派送[SEP]新地址更近一些吧,您的地址改的远吗?
我买的手机时间过了一天，但是价格比市面上贵[数字x]麻烦你帮我退下呢，超时是我的问题，手机你们收到检测有任何问题我可以负责,其实过春节时已出现了问题，只是天降大雪，你们流通渠道不畅通。[SEP]我第一次买的有问题，换了一个的[SEP]在哪个地方可以修理?,质保期为:一年质保[SEP]这个已经过了质保期了
我买的手机时间过了一天，但是价格比市面上贵[数字x]麻烦你帮我退下呢，超时是我的问题，手机你们收到检测有任何问题我可以负责,好的好的麻烦了麻烦你了谢谢你[SEP]嗯这个冰箱的核心机保修的话是怎么找售后呢如果万一出现问题的话[SEP]是否找当地的经销商或者是维修维修点[SEP]嗯不要嫌我麻烦嫌我啰嗦因为第一次在网上购买电器,这个您到时候点击我的-售后就可以了哦[SEP] [SEP]没事哒[SEP]很乐意为您解释[SEP]这个您点击售后会有人给您维修的[SEP]您可以看看我们的售后保障呢[SEP]   
我买的手机时间过了一天，但是价格比市面上贵[数字x]麻烦你帮我退下呢，超时是我的问题，手机你们收到检测有任何问题我可以负责,京东大药房的送货时间是否可以优化一下。感觉买的药要等一天半，这不能接受，特别是急用[SEP]对啊，您帮我取消吧，我现在是在手机端好像没办法取消订单，然后这边是想尽快用这个云南[地址x]。,那需要取消是吗[SEP]已经取消了
我买的手机时间过了一天，但是价格比市面上贵[数字x]麻烦你帮我退下呢，超时是我的问题，手机你们收到检测有任何问题我可以负责,之前的问题[SEP]第一个问题机在京东小哥上门取件的时候，说，出现轻微的刮痕，不过整体影响不大，京东小哥不好做最终决定，需由我和贵方进行沟通，看能否调节下,请问您是咨询之前的问题还是有其他的问题需要处理呢?
本来咋天就该退了，我不小心忘记了[SEP]是的[SEP]我可以退回去让你们检测，如果有任何质量问题，你可以再退给我,当时我手上有茅台真酒，和平[地址x]。只是想告诉京东，这么大的企业不要赚这种昧心钱、如果不是京东的问题，一定要查出根源，给社会一个交代，恢复大家的信任。[SEP]我现在就天天关注这个事情的进展!, [SEP]谢谢亲亲的反馈和意见呢，要是京东出现让客户不舒心的地方，妹子再次致歉您呢[SEP]咱们也在改善哈[SEP]亲亲
本来咋天就该退了，我不小心忘记了[SEP]是的[SEP]我可以退回去让你们检测，如果有任何质量问题，你可以再退给我,当时我手上有茅台真酒，和平[地址x]。只是想告诉京东，这么大的企业不要赚这种昧心钱、如果不是京东的问题，一定要查出根源，给社会一个交代，恢复大家的信任。[SEP]我现在就天天关注这个事情的进展!, [SEP]谢谢亲亲的反馈和意见呢，要是京东出现让客户不舒心的地方，妹子再次致歉您呢[SEP]咱们也在改善哈[SEP]亲亲
本来咋天就该退了，我不小心忘记了[SEP]是的[SEP]我可以退回去让你们检测，如果有任何质量问题，你可以再退给我,好的好的麻烦了麻烦你了谢谢你[SEP]嗯这个冰箱的核心机保修的话是怎么找售后呢如果万一出现问题的话[SEP]是否找当地的经销商或者是维修维修点[SEP]嗯不要嫌我麻烦嫌我啰嗦因为第一次在网上购买电器,这个您到时候点击我的-售后就可以了哦[SEP] [SEP]没事哒[SEP]很乐意为您解释[SEP]这个您点击售后会有人给您维修的[SEP]您可以看看我们的售后保障呢[SEP]   
本来咋天就该退了，我不小心忘记了[SEP]是的[SEP]我可以退回去让你们检测，如果有任何质量问题，你可以再退给我,其实过春节时已出现了问题，只是天降大雪，你们流通渠道不畅通。[SEP]我第一次买的有问题，换了一个的[SEP]在哪个地方可以修理?,质保期为:一年质保[SEP]这个已经过了质保期了
是的[SEP]但是时间超了一天,(눈_눈),您好，请问您的问题是否完全帮您了解决呢?如果您还有问题可以随时提问哦，我一直都在，随时为您解答。
是的[SEP]但是时间超了一天,🤘 ,  
是的[SEP]但是时间超了一天,🤘 ,  
是的[SEP]但是时间超了一天,🍷🍷,   
所以我才联系你的吧，他说未开封可以退，,😨😨,没有的哦
所以我才联系你的吧，他说未开封可以退，,〈???,取回核实谢谢[SEP]请问还有其他可以帮到您的吗?
所以我才联系你的吧，他说未开封可以退，,🤘 ,  
所以我才联系你的吧，他说未开封可以退，,🤘 ,  
那你让售后联系我，我不知道怎么联系他,🤘 ,  
那你让售后联系我，我不知道怎么联系他,🤘 ,  
那你让售后联系我，我不知道怎么联系他,😨😨,没有的哦
那你让售后联系我，我不知道怎么联系他,🌸🌸,  [SEP]还有什么需要帮助的麽，亲亲 
转让他人什么价格呢,京东客服您好，此单仓储核实库存流水正常，详见下图，北京[地址x]，是商品等级变更没有回传的原因造成沧海差异[SEP]就是这个我们要如何操作,您这边给我描述一下是什么问题可以吗[SEP]我已详细记录一下
转让他人什么价格呢,我不满意这个结果。我要求升级处理。[数字x]、纠纷从开始到结束，专员没有联系过我们。只是强制执行判决。[数字x]、在商品没有原包装的情况下强制执行，如商品在物流过程中造成破损无法二次销售，这个责任谁负责。[数字x]、京东答应的运费承担没有兑现。,是退给顾客的
转让他人什么价格呢,联系过啊，请看第一条描述[SEP]买完产品发现问题后，商家客服一直联系不上，从昨天到现在都联系不上，这个产品是[数字x]元购活动，有跑路的预兆，请京东介入处理[SEP]我去吃饭了，有处理结果留言给我吧，饭堂可能没信号，不能及时回复你,您稍等一下的饿呢[SEP]您的商品有问题，小妹建议您申请售后的呢
转让他人什么价格呢,联系过啊，请看第一条描述[SEP]买完产品发现问题后，商家客服一直联系不上，从昨天到现在都联系不上，这个产品是[数字x]元购活动，有跑路的预兆，请京东介入处理[SEP]我去吃饭了，有处理结果留言给我吧，饭堂可能没信号，不能及时回复你,您稍等一下的饿呢[SEP]您的商品有问题，小妹建议您申请售后的呢
[数字x]个豆有什么用啊,你好，之前买的大疆这款无人机，某次升级固件后正常使用中云台大概率出现自检撞击上边的塑料钩，之前电话通知走大疆官网寄修，称不在质保范围，但是看不到详细的检测报告。[SEP]飞机机身已经发大疆那边了那边要收费这个合理吗,您好，请问有什么可以帮您的吗?  [SEP]请您提供下订单号或者服务单号，帮您查看一下哦， 
[数字x]个豆有什么用啊,你好，之前买的大疆这款无人机，某次升级固件后正常使用中云台大概率出现自检撞击上边的塑料钩，之前电话通知走大疆官网寄修，称不在质保范围，但是看不到详细的检测报告。[SEP]飞机机身已经发大疆那边了那边要收费这个合理吗,您好，请问有什么可以帮您的吗?  [SEP]请您提供下订单号或者服务单号，帮您查看一下哦， 
[数字x]个豆有什么用啊,你们网站今天好像有问题，在网页上打开某商品信息，会跳到其他游戏或莫名网页，提醒你们检查。我现在不敢下单。[SEP]而且网页打开速度比平时慢很多。,亲，是在电脑端吗[SEP]还是APP端
[数字x]个豆有什么用啊,这个我也看到了，但是没有印次，所以比较担心[SEP]不知道京东是如何描述印次和版次的，只有版次或许代表不了就是首版首印[SEP]也算提个建议，希望这两项数据都能提供，否则有些对于收藏爱好者和读者是不方便的。希望帮我询问一下，我已经下单了,出版时间:[日期x][SEP]版次:[数字x]
[数字x]豆多少钱,您叫物流驾驶员明天到了[姓名x]打我电话就可以了[SEP]实际上导航应该到得了的,在的哇
[数字x]豆多少钱,您叫物流驾驶员明天到了[姓名x]打我电话就可以了[SEP]实际上导航应该到得了的,在的哇
[数字x]豆多少钱,就是请工作人员不用派送到成山镇直接从荣成站点派送到荣成市里的盛世公元壹号小区谢谢,好的小妹为您联系一下站点哦
[数字x]豆多少钱,有可以相关追踪的物流电话吗[SEP]我很着急用明天中午担心到不了,应该是上午给您送达的
手机与配件,这个件帮我跟一下送到邮局附近，快递太远不愿意送，客户说去年买了肚脐贴代收货款也是送到那里的[SEP]是的[SEP]麻烦您跟快递那边沟通下咯,嗯嗯[SEP]好的呢[SEP]这边小红人联系站点再次给客户配送，还请客户保持手机畅通哦 
手机与配件,我有问题哈，和你们的快递师傅再三强调一定要送到物管的快递聚点[SEP]为啥要送到外面的小超市代收?[SEP]不安全不说我还要另外付费[SEP]我知道快递不容易，我理解但不代表能随便这么搞吧,您不要着急
手机与配件,是这样，我的配送地址是寝室，以往每次快递运输也是要我自提的[SEP]能麻烦你叮嘱一下送到寝室吗?[SEP]您好?,小妹正在火速为您查询，还请您稍等一下呢，谢谢 [SEP]快递运输[SEP]亲爱的查看您的这个订单的商品不是自提的呢
手机与配件,是的，姓宋的师傅[SEP]他总给我家送快递[SEP]虽然枕套价值不高，但老人很着急很愧疚，所以麻烦你们尽量帮我找找。,北京王府井站
